,STPK,Mutant,DEG,Fold-change (log2),p-value,Induced/ Repressed
0,PknB,OE,Rv3269,-3.0417,8.72e-27,Repressed
1,PknB,OE,Rv2398c,-2.602,8.39e-12,Repressed
2,PknB,OE,Rv1218c,-2.5868,1.24e-16,Repressed
3,PknB,OE,Rv3660c,-2.4804,6.95e-11,Repressed
4,PknB,OE,Rv3250c,-2.2576,3.04e-11,Repressed
5,PknB,OE,Rv3251c,-2.2149,2.48e-09,Repressed
6,PknB,OE,Rv2620c,-2.2045,1.37e-15,Repressed
7,PknB,OE,Rv3054c,-2.1786,1.87e-05,Repressed
8,PknB,OE,Rv2662,-2.1707,1.44e-05,Repressed
9,PknB,OE,Rv0768,-2.1439,3.12e-07,Repressed
10,PknB,OE,Rv0654,-2.0064,6.15e-09,Repressed
11,PknB,OE,Rv2399c,-2.003,2.09e-07,Repressed
12,PknB,OE,Rv1965,2.0592,1.81e-06,Induced
13,PknB,OE,Rv0015c,2.1295,9.74e-31,Induced
14,PknB,OE,Rv1131,2.2588,1.73e-07,Induced
15,PknB,OE,Rv1130,2.4886,1.73e-08,Induced
16,PknB,LOF,Rv2625c,-5.8545,1.58e-25,Repressed
17,PknB,LOF,Rv2628,-5.7862,5.52e-23,Repressed
18,PknB,LOF,Rv2626c,-5.7714,1.9e-13,Repressed
19,PknB,LOF,Rv2623,-5.4841,1.44e-17,Repressed
20,PknB,LOF,Rv2624c,-5.262,1.68e-20,Repressed
21,PknB,LOF,Rv3129,-5.24,4.08e-11,Repressed
22,PknB,LOF,Rv2627c,-4.9481,4.59e-13,Repressed
23,PknB,LOF,Rv2007c,-4.6191,1.27e-10,Repressed
24,PknB,LOF,Rv3130c,-4.5554,7.04e-16,Repressed
25,PknB,LOF,Rv1996,-4.5338,1.5e-20,Repressed
26,PknB,LOF,Rv3128c,-4.5155,1.5e-09,Repressed
27,PknB,LOF,Rv2629,-4.1445,3.12e-23,Repressed
28,PknB,LOF,Rv2630,-4.0505,4.12e-42,Repressed
29,PknB,LOF,Rv3127,-4.0438,2.58e-14,Repressed
30,PknB,LOF,Rv0678,-3.904,8.19e-55,Repressed
31,PknB,LOF,Rv3251c,-3.699,2.46e-72,Repressed
32,PknB,LOF,Rv2030c,-3.6497,9.1e-07,Repressed
33,PknB,LOF,Rv0792c,-3.559,2.58e-79,Repressed
34,PknB,LOF,Rv0679c,-3.5054,3.39e-40,Repressed
35,PknB,LOF,Rv1738,-3.5007,1.23e-06,Repressed
36,PknB,LOF,Rv3252c,-3.4713,1.46e-59,Repressed
37,PknB,LOF,Rv1578c,-3.4149,1.58e-67,Repressed
38,PknB,LOF,Rv0232,-3.4054,3.19e-50,Repressed
39,PknB,LOF,Rv2031c,-3.3814,3.38e-06,Repressed
40,PknB,LOF,Rv1997,-3.3766,2.74e-12,Repressed
41,PknB,LOF,Rv1813c,-3.1855,2.65e-17,Repressed
42,PknB,LOF,Rv1737c,-3.182,1.25e-06,Repressed
43,PknB,LOF,Rv0569,-3.1004,4.76e-08,Repressed
44,PknB,LOF,Rv2621c,-3.0167,7.21e-68,Repressed
45,PknB,LOF,Rv1734c,-2.9459,2.79e-24,Repressed
46,PknB,LOF,Rv3131,-2.9082,7.44e-11,Repressed
47,PknB,LOF,Rv0670,-2.8641,7.75e-30,Repressed
48,PknB,LOF,Rv0982,-2.8556,1.26e-35,Repressed
49,PknB,LOF,Rv0837c,-2.8141,4.11e-47,Repressed
50,PknB,LOF,Rv1733c,-2.812,3.55e-06,Repressed
51,PknB,LOF,Rv0984,-2.7532,5.94e-46,Repressed
52,PknB,LOF,Rv3854c,-2.7246,3.19e-79,Repressed
53,PknB,LOF,Rv0251c,-2.7198,2.48e-68,Repressed
54,PknB,LOF,Rv1739c,-2.716,3.59e-05,Repressed
55,PknB,LOF,Rv2913c,-2.7148,3e-51,Repressed
56,PknB,LOF,Rv3250c,-2.7109,8.15e-52,Repressed
57,PknB,LOF,Rv0876c,-2.6924,2.02e-67,Repressed
58,PknB,LOF,Rv2028c,-2.6795,2.54e-06,Repressed
59,PknB,LOF,Rv2694c,-2.6614,9.53e-61,Repressed
60,PknB,LOF,Rv0677c,-2.6601,3.37e-52,Repressed
61,PknB,LOF,Rv3269,-2.6447,3.97e-79,Repressed
62,PknB,LOF,Rv3290c,-2.6168,1.39e-27,Repressed
63,PknB,LOF,Rv2745c,-2.6133,6.28e-29,Repressed
64,PknB,LOF,Rv0676c,-2.613,4.7e-66,Repressed
65,PknB,LOF,Rv0791c,-2.604,1.2e-69,Repressed
66,PknB,LOF,Rv2744c,-2.6002,1.31e-20,Repressed
67,PknB,LOF,Rv1586c,-2.5777,5.07e-57,Repressed
68,PknB,LOF,Rv1169c,-2.554,1.36e-27,Repressed
69,PknB,LOF,Rv0983,-2.5475,8.53e-40,Repressed
70,PknB,LOF,Rv1057,-2.5293,8.16e-27,Repressed
71,PknB,LOF,Rv1736c,-2.5165,1.54e-12,Repressed
72,PknB,LOF,Rv3134c,-2.5021,1.15e-05,Repressed
73,PknB,LOF,Rv2005c,-2.3864,5.24e-06,Repressed
74,PknB,LOF,Rv3289c,-2.3377,8.94e-39,Repressed
75,PknB,LOF,Rv0233,-2.331,1.36e-30,Repressed
76,PknB,LOF,Rv0875c,-2.3155,3.86e-33,Repressed
77,PknB,LOF,Rv2620c,-2.3126,2.26e-78,Repressed
78,PknB,LOF,Rv2006,-2.2784,9.38e-19,Repressed
79,PknB,LOF,Rv2785c,-2.2751,9.38e-79,Repressed
80,PknB,LOF,Rv3132c,-2.2524,4.25e-09,Repressed
81,PknB,LOF,Rv2029c,-2.2366,9.53e-05,Repressed
82,PknB,LOF,Rv1219c,-2.2274,2.39e-70,Repressed
83,PknB,LOF,Rv3536c,-2.191,4.8e-36,Repressed
84,PknB,LOF,Rv2004c,-2.19,1.4e-06,Repressed
85,PknB,LOF,Rv2495c,-2.168,1e-35,Repressed
86,PknB,LOF,Rv0942,-2.1646,2.3e-28,Repressed
87,PknB,LOF,Rv1894c,-2.1587,7.23e-60,Repressed
88,PknB,LOF,Rv3526,-2.1151,7.21e-52,Repressed
89,PknB,LOF,Rv1168c,-2.0836,2.66e-41,Repressed
90,PknB,LOF,Rv2496c,-2.0679,3.22e-24,Repressed
91,PknB,LOF,Rv1735c,-2.0631,4.31e-22,Repressed
92,PknB,LOF,Rv2693c,-2.03,2.48e-47,Repressed
93,PknB,LOF,Rv0985c,-2.027,1.22e-28,Repressed
94,PknB,LOF,Rv0570,-2.0174,5.58e-12,Repressed
95,PknB,LOF,Rv0941c,-2.0126,5.86e-22,Repressed
96,PknB,LOF,Rv1848,2.0036,3.65e-05,Induced
97,PknB,LOF,Rv0773c,2.0039,5.24e-08,Induced
98,PknB,LOF,Rv2839c,2.0051,3.45e-22,Induced
99,PknB,LOF,Rv1317c,2.006,4.66e-26,Induced
100,PknB,LOF,Rv3063,2.0076,3.98e-11,Induced
101,PknB,LOF,Rv3308,2.0077,7.61e-09,Induced
102,PknB,LOF,Rv1355c,2.0078,1.92e-11,Induced
103,PknB,LOF,Rv1701,2.0079,7.07e-08,Induced
104,PknB,LOF,Rv3486,2.0093,9.59e-09,Induced
105,PknB,LOF,Rv2748c,2.0096,2.98e-25,Induced
106,PknB,LOF,Rv2415c,2.0122,1.48e-05,Induced
107,PknB,LOF,Rv0963c,2.0131,6.61e-05,Induced
108,PknB,LOF,Rv1711,2.0138,2.1e-08,Induced
109,PknB,LOF,Rv2820c,2.0146,0.003652314,Induced
110,PknB,LOF,Rv1515c,2.0168,0.000196433,Induced
111,PknB,LOF,Rv3331,2.0187,4.52e-12,Induced
112,PknB,LOF,Rv1432,2.0189,7.26e-09,Induced
113,PknB,LOF,Rv2977c,2.0203,5.81e-12,Induced
114,PknB,LOF,Rv0492A,2.0203,0.000110569,Induced
115,PknB,LOF,Rv3702c,2.0242,5.71e-05,Induced
116,PknB,LOF,Rv1399c,2.0247,2.06e-05,Induced
117,PknB,LOF,Rv1830,2.0254,1.5e-16,Induced
118,PknB,LOF,Rv3839,2.0276,0.001146137,Induced
119,PknB,LOF,Rv3499c,2.0289,5.06e-14,Induced
120,PknB,LOF,Rv1313c,2.0314,3.23e-15,Induced
121,PknB,LOF,Rv3190A,2.0349,0.000249992,Induced
122,PknB,LOF,Rv1426c,2.0351,3.13e-06,Induced
123,PknB,LOF,Rv3798,2.0381,2.3e-15,Induced
124,PknB,LOF,Rv3368c,2.04,1.22e-07,Induced
125,PknB,LOF,Rv0373c,2.0431,2.18e-08,Induced
126,PknB,LOF,Rv1128c,2.0436,2.75e-05,Induced
127,PknB,LOF,Rv3807c,2.0441,1.69e-08,Induced
128,PknB,LOF,Rv3298c,2.0457,1.23e-08,Induced
129,PknB,LOF,Rv1252c,2.0458,1.15e-06,Induced
130,PknB,LOF,Rv0209,2.0461,3.8e-13,Induced
131,PknB,LOF,Rv3389c,2.0524,2.84e-16,Induced
132,PknB,LOF,Rv2938,2.0535,2.43e-09,Induced
133,PknB,LOF,Rv3611,2.0546,6.46e-11,Induced
134,PknB,LOF,Rv3447c,2.0567,2.14e-07,Induced
135,PknB,LOF,Rv0576,2.057,2.72e-20,Induced
136,PknB,LOF,Rv2598,2.059,0.003552575,Induced
137,PknB,LOF,Rv1569,2.0595,2.23e-13,Induced
138,PknB,LOF,Rv1570,2.0606,1.97e-07,Induced
139,PknB,LOF,Rv3827c,2.0664,2.96e-20,Induced
140,PknB,LOF,Rv2485c,2.0685,2.05e-13,Induced
141,PknB,LOF,Rv0995,2.0685,1.09e-07,Induced
142,PknB,LOF,Rv1700,2.0693,8.79e-09,Induced
143,PknB,LOF,Rv3554,2.0696,8.6e-12,Induced
144,PknB,LOF,Rv3446c,2.0723,0.002196021,Induced
145,PknB,LOF,Rv0533c,2.0724,3.94e-12,Induced
146,PknB,LOF,Rv0619,2.0729,0.000177915,Induced
147,PknB,LOF,Rv1157c,2.0739,4.02e-17,Induced
148,PknB,LOF,Rv2948c,2.0804,9.91e-14,Induced
149,PknB,LOF,Rv1279,2.0805,1.25e-17,Induced
150,PknB,LOF,Rv3564,2.0816,0.000292956,Induced
151,PknB,LOF,Rv2438A,2.0877,0.002288313,Induced
152,PknB,LOF,Rv0861c,2.0888,2.93e-16,Induced
153,PknB,LOF,Rv1562c,2.0935,1.29e-11,Induced
154,PknB,LOF,Rv2981c,2.0943,7.28e-18,Induced
155,PknB,LOF,Rv0723,2.0959,3.84e-17,Induced
156,PknB,LOF,Rv3487c,2.0966,5.06e-07,Induced
157,PknB,LOF,Rv1085c,2.0984,8.91e-09,Induced
158,PknB,LOF,Rv0057,2.0997,1.12e-11,Induced
159,PknB,LOF,Rv0222,2.101,9.17e-07,Induced
160,PknB,LOF,Rv3151,2.1033,9.94e-20,Induced
161,PknB,LOF,Rv3014c,2.1069,1.11e-16,Induced
162,PknB,LOF,Rv2861c,2.1076,1.14e-17,Induced
163,PknB,LOF,Rv1242,2.108,2.47e-07,Induced
164,PknB,LOF,Rv1661,2.1082,8.14e-18,Induced
165,PknB,LOF,Rv1030,2.111,7.08e-10,Induced
166,PknB,LOF,Rv3196,2.111,9.33e-08,Induced
167,PknB,LOF,Rv2837c,2.1124,2.47e-24,Induced
168,PknB,LOF,Rv2252,2.1149,7.44e-13,Induced
169,PknB,LOF,Rv0622,2.1182,6.54e-11,Induced
170,PknB,LOF,Rv1070c,2.1201,2.29e-13,Induced
171,PknB,LOF,Rv0205,2.1217,3.01e-11,Induced
172,PknB,LOF,Rv1186c,2.1218,6.33e-17,Induced
173,PknB,LOF,Rv3354,2.1219,0.000221477,Induced
174,PknB,LOF,Rv0375c,2.1237,8.51e-05,Induced
175,PknB,LOF,Rv1024,2.1245,1.19e-07,Induced
176,PknB,LOF,Rv0612,2.1259,4.79e-16,Induced
177,PknB,LOF,Rv0263c,2.1297,6.54e-09,Induced
178,PknB,LOF,Rv2530A,2.132,0.000546336,Induced
179,PknB,LOF,Rv3313c,2.1361,5.31e-07,Induced
180,PknB,LOF,Rv3386,2.1384,0.001096945,Induced
181,PknB,LOF,Rv0237,2.1411,4.35e-09,Induced
182,PknB,LOF,Rv3790,2.1422,1.72e-14,Induced
183,PknB,LOF,Rv1514c,2.1522,0.000140542,Induced
184,PknB,LOF,Rv2414c,2.1535,3.79e-18,Induced
185,PknB,LOF,Rv2427A,2.1632,0.005700668,Induced
186,PknB,LOF,Rv2838c,2.1656,4.27e-19,Induced
187,PknB,LOF,Rv2073c,2.1682,1.34e-08,Induced
188,PknB,LOF,Rv3155,2.1719,0.00013761,Induced
189,PknB,LOF,Rv1614,2.1758,5.89e-18,Induced
190,PknB,LOF,Rv2070c,2.1766,1.21e-07,Induced
191,PknB,LOF,Rv2734,2.1779,2.73e-10,Induced
192,PknB,LOF,Rv0374c,2.1786,0.000749699,Induced
193,PknB,LOF,Rv0735,2.1817,3.2e-07,Induced
194,PknB,LOF,Rv3703c,2.1827,7.72e-14,Induced
195,PknB,LOF,Rv0150c,2.1862,2.6e-07,Induced
196,PknB,LOF,Rv3887c,2.1866,6.04e-12,Induced
197,PknB,LOF,Rv3333c,2.1888,0.000417231,Induced
198,PknB,LOF,Rv1079,2.1908,7.33e-26,Induced
199,PknB,LOF,Rv3169,2.1923,4.07e-13,Induced
200,PknB,LOF,Rv3665c,2.1929,0.000344113,Induced
201,PknB,LOF,Rv0119,2.1947,1.34e-13,Induced
202,PknB,LOF,Rv2937,2.1955,1.01e-10,Induced
203,PknB,LOF,Rv0059,2.1955,6.15e-09,Induced
204,PknB,LOF,Rv3579c,2.1975,2.76e-21,Induced
205,PknB,LOF,Rv3670,2.1997,2.08e-07,Induced
206,PknB,LOF,Rv1768,2.2023,4.11e-18,Induced
207,PknB,LOF,Rv1013,2.2051,1.4e-32,Induced
208,PknB,LOF,Rv1680,2.2052,1.32e-05,Induced
209,PknB,LOF,Rv0736,2.2063,5.17e-10,Induced
210,PknB,LOF,Rv1276c,2.2091,2.32e-09,Induced
211,PknB,LOF,Rv3498c,2.2129,6.12e-15,Induced
212,PknB,LOF,Rv1973,2.2165,0.002043862,Induced
213,PknB,LOF,Rv0156,2.2169,0.000283327,Induced
214,PknB,LOF,Rv1144,2.2187,2.04e-08,Induced
215,PknB,LOF,Rv1184c,2.2192,1.5e-14,Induced
216,PknB,LOF,Rv3156,2.2259,2.16e-19,Induced
217,PknB,LOF,Rv2940c,2.2327,1.92e-14,Induced
218,PknB,LOF,Rv0429c,2.2336,8.12e-05,Induced
219,PknB,LOF,Rv2935,2.2383,1.98e-34,Induced
220,PknB,LOF,Rv2046,2.2447,7.99e-07,Induced
221,PknB,LOF,Rv3792,2.2451,5.95e-11,Induced
222,PknB,LOF,Rv3805c,2.2453,4.16e-17,Induced
223,PknB,LOF,Rv0068,2.2459,3.2e-09,Induced
224,PknB,LOF,Rv3580c,2.2466,1.16e-32,Induced
225,PknB,LOF,Rv1660,2.2487,3.98e-20,Induced
226,PknB,LOF,Rv3500c,2.2497,3.46e-13,Induced
227,PknB,LOF,Rv3441c,2.2503,6.91e-21,Induced
228,PknB,LOF,Rv1849,2.2503,1.12e-06,Induced
229,PknB,LOF,Rv2275,2.2511,0.000141938,Induced
230,PknB,LOF,Rv3656c,2.2516,9.4e-05,Induced
231,PknB,LOF,Rv2943A,2.2566,0.000400067,Induced
232,PknB,LOF,Rv3578,2.2575,5.41e-10,Induced
233,PknB,LOF,Rv0197,2.2637,7.97e-17,Induced
234,PknB,LOF,Rv3614c,2.2639,3.83e-16,Induced
235,PknB,LOF,Rv1067c,2.2644,7.8e-08,Induced
236,PknB,LOF,Rv0069c,2.2652,1.64e-14,Induced
237,PknB,LOF,Rv0360c,2.2674,0.000466209,Induced
238,PknB,LOF,Rv0997,2.2679,8.7e-10,Induced
239,PknB,LOF,Rv3375,2.271,0.00019504,Induced
240,PknB,LOF,Rv2403c,2.2712,1.15e-07,Induced
241,PknB,LOF,Rv2191,2.2734,8.04e-15,Induced
242,PknB,LOF,Rv1091,2.2788,9.82e-14,Induced
243,PknB,LOF,Rv1457c,2.2803,2e-09,Induced
244,PknB,LOF,Rv0416,2.2809,0.008414696,Induced
245,PknB,LOF,Rv1241,2.2861,2.97e-06,Induced
246,PknB,LOF,Rv0210,2.2911,6.33e-10,Induced
247,PknB,LOF,Rv2944,2.2931,1.99e-05,Induced
248,PknB,LOF,Rv3032,2.2944,3.5e-06,Induced
249,PknB,LOF,Rv3388,2.2967,8.03e-08,Induced
250,PknB,LOF,Rv3258c,2.2972,4.51e-20,Induced
251,PknB,LOF,Rv0540,2.2983,0.001232302,Induced
252,PknB,LOF,Rv0516c,2.2991,2.56e-09,Induced
253,PknB,LOF,Rv3152,2.3001,7.34e-15,Induced
254,PknB,LOF,Rv2898c,2.3004,0.001143838,Induced
255,PknB,LOF,Rv0708,2.306,2.45e-11,Induced
256,PknB,LOF,Rv3439c,2.3108,5.19e-17,Induced
257,PknB,LOF,Rv2407,2.313,1.59e-05,Induced
258,PknB,LOF,Rv0621,2.3186,1.76e-16,Induced
259,PknB,LOF,Rv2967c,2.3273,4.38e-25,Induced
260,PknB,LOF,Rv3031,2.3301,1.24e-09,Induced
261,PknB,LOF,Rv1719,2.3321,0.000133648,Induced
262,PknB,LOF,Rv0358,2.3332,7.02e-06,Induced
263,PknB,LOF,Rv3641c,2.3339,1.73e-24,Induced
264,PknB,LOF,Rv2425c,2.3376,2.89e-09,Induced
265,PknB,LOF,Rv0310c,2.3397,9.72e-08,Induced
266,PknB,LOF,Rv1611,2.3411,9.57e-22,Induced
267,PknB,LOF,Rv3422c,2.3415,8.31e-09,Induced
268,PknB,LOF,Rv0707,2.3443,4.37e-15,Induced
269,PknB,LOF,Rv1206,2.3445,2.32e-15,Induced
270,PknB,LOF,Rv0734,2.3457,5.27e-19,Induced
271,PknB,LOF,Rv0236c,2.3458,1.91e-27,Induced
272,PknB,LOF,Rv2799,2.3497,3.62e-14,Induced
273,PknB,LOF,Rv1568,2.3517,4.26e-10,Induced
274,PknB,LOF,Rv1473A,2.3539,6.91e-05,Induced
275,PknB,LOF,Rv2248,2.3563,1.09e-12,Induced
276,PknB,LOF,Rv1437,2.357,2.26e-15,Induced
277,PknB,LOF,Rv2249c,2.3577,1.37e-13,Induced
278,PknB,LOF,Rv2396,2.3585,1.66e-19,Induced
279,PknB,LOF,Rv3849,2.3636,2.23e-14,Induced
280,PknB,LOF,Rv2792c,2.364,3e-20,Induced
281,PknB,LOF,Rv2384,2.3679,5.21e-06,Induced
282,PknB,LOF,Rv1187,2.3757,2.66e-11,Induced
283,PknB,LOF,Rv2886c,2.3772,1.26e-10,Induced
284,PknB,LOF,Rv1477,2.3808,3.5e-23,Induced
285,PknB,LOF,Rv3634c,2.3831,1.24e-20,Induced
286,PknB,LOF,Rv0630c,2.3895,2.87e-16,Induced
287,PknB,LOF,Rv3419c,2.391,2.93e-22,Induced
288,PknB,LOF,Rv2123,2.3918,3.85e-13,Induced
289,PknB,LOF,Rv3192,2.3918,4.19e-06,Induced
290,PknB,LOF,Rv0924c,2.3919,1.12e-08,Induced
291,PknB,LOF,Rv0364,2.3981,5.98e-17,Induced
292,PknB,LOF,Rv0978c,2.3993,6.39e-15,Induced
293,PknB,LOF,Rv1320c,2.4004,9.03e-21,Induced
294,PknB,LOF,Rv2947c,2.4039,3.17e-11,Induced
295,PknB,LOF,Rv3822,2.4056,1.54e-21,Induced
296,PknB,LOF,Rv1283c,2.4056,1.69e-10,Induced
297,PknB,LOF,Rv0631c,2.41,4.12e-15,Induced
298,PknB,LOF,Rv2426c,2.4124,3.4e-08,Induced
299,PknB,LOF,Rv2667,2.416,2.73e-05,Induced
300,PknB,LOF,Rv2397c,2.4195,1.84e-21,Induced
301,PknB,LOF,Rv1384,2.4204,5.7e-26,Induced
302,PknB,LOF,Rv1023,2.4239,6.36e-18,Induced
303,PknB,LOF,Rv0058,2.4261,3.64e-31,Induced
304,PknB,LOF,Rv2376c,2.4318,1.02e-21,Induced
305,PknB,LOF,Rv2381c,2.4331,2.25e-12,Induced
306,PknB,LOF,Rv2546,2.4351,0.002889317,Induced
307,PknB,LOF,Rv0168,2.4394,2.46e-22,Induced
308,PknB,LOF,Rv0155,2.443,3.33e-08,Induced
309,PknB,LOF,Rv1025,2.4432,1.95e-05,Induced
310,PknB,LOF,Rv0428c,2.4436,5.71e-06,Induced
311,PknB,LOF,Rv0133,2.4481,6.56e-19,Induced
312,PknB,LOF,Rv0216,2.4486,5.49e-08,Induced
313,PknB,LOF,Rv2974c,2.4558,2.26e-16,Induced
314,PknB,LOF,Rv0607,2.4594,5.59e-07,Induced
315,PknB,LOF,Rv2084,2.4608,5.24e-14,Induced
316,PknB,LOF,Rv1282c,2.4612,2.96e-08,Induced
317,PknB,LOF,Rv1078,2.463,7.23e-24,Induced
318,PknB,LOF,Rv3654c,2.4634,9.74e-08,Induced
319,PknB,LOF,Rv3595c,2.4669,7.48e-19,Induced
320,PknB,LOF,Rv1860,2.4679,6.28e-15,Induced
321,PknB,LOF,Rv1563c,2.4698,8.85e-11,Induced
322,PknB,LOF,Rv0117,2.4721,2.36e-09,Induced
323,PknB,LOF,Rv2098c,2.4733,3.14e-08,Induced
324,PknB,LOF,Rv2978c,2.4828,1.88e-26,Induced
325,PknB,LOF,Rv0362,2.4853,4.02e-13,Induced
326,PknB,LOF,Rv3511,2.4876,4.61e-13,Induced
327,PknB,LOF,Rv2529,2.4916,3.8e-09,Induced
328,PknB,LOF,Rv0264c,2.5101,5.99e-09,Induced
329,PknB,LOF,Rv2386c,2.5126,2.07e-07,Induced
330,PknB,LOF,Rv0732,2.5128,2.89e-27,Induced
331,PknB,LOF,Rv3714c,2.5209,1.04e-10,Induced
332,PknB,LOF,Rv2892c,2.5326,2.12e-18,Induced
333,PknB,LOF,Rv0221,2.5336,4.36e-15,Induced
334,PknB,LOF,Rv2101,2.5402,2.93e-28,Induced
335,PknB,LOF,Rv3713,2.5405,1.92e-10,Induced
336,PknB,LOF,Rv0171,2.5457,9.02e-30,Induced
337,PknB,LOF,Rv2789c,2.5485,1.07e-21,Induced
338,PknB,LOF,Rv2980,2.552,9.65e-14,Induced
339,PknB,LOF,Rv0979A,2.5577,7.97e-10,Induced
340,PknB,LOF,Rv3613c,2.5592,3.07e-16,Induced
341,PknB,LOF,Rv3778c,2.5601,3.08e-28,Induced
342,PknB,LOF,Rv3191c,2.5616,3.78e-15,Induced
343,PknB,LOF,Rv0086,2.5621,1.58e-16,Induced
344,PknB,LOF,Rv2834c,2.5632,9.22e-05,Induced
345,PknB,LOF,Rv0341,2.5647,7.8e-18,Induced
346,PknB,LOF,Rv3655c,2.5727,1.12e-07,Induced
347,PknB,LOF,Rv3027c,2.5758,4.61e-11,Induced
348,PknB,LOF,Rv3042c,2.5873,4.21e-24,Induced
349,PknB,LOF,Rv1278,2.5937,3.76e-26,Induced
